StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24
2018-04-06 13:54:15,2018-04-06 13:56:22,0,128.187.81.130,100,127,1,2018-04-06 13:56:23,R_2TN9b7J4BGrNA7j,,,,,40.356292724609,-111.73249816895,anonymous,EN,1,3,1,4,1,,,,,,,,4,,4,6,,,1,,,2,,
2018-04-06 13:53:41,2018-04-06 13:57:59,0,128.187.83.10,100,258,1,2018-04-06 13:57:59,R_2YAh0vP34SDwtP3,,,,,40.356292724609,-111.73249816895,anonymous,EN,,,1,2,,,1,,6,3,,,,5,2,5,,,,,,1,,1
2018-04-06 13:55:31,2018-04-06 13:58:17,0,128.187.116.13,100,166,1,2018-04-06 13:58:17,R_3gZ43Trgi9U79qz,,,,,40.356292724609,-111.73249816895,anonymous,EN,4,3,,,,,,,,,6,,,,3,3,4,,,3,,2,5,3
2018-04-06 13:55:51,2018-04-06 13:58:44,0,97.75.177.109,100,172,1,2018-04-06 13:58:45,R_33w3gaMoclTXYmo,,,,,40.21809387207,-111.61329650879,anonymous,EN,1,2,,,1,2,2,,,5,,,,,6,,,,,,4,,1,1
2018-04-06 13:57:20,2018-04-06 14:01:07,0,45.56.3.115,100,227,1,2018-04-06 14:01:08,R_2vjZiAU6X1tCISC,,,,,40.22639465332,-111.69699859619,anonymous,EN,1,,1,1,5,,,,6,,6,6,3,,,,,,,2,,,6,
2018-04-06 14:01:09,2018-04-06 14:02:54,0,128.187.83.23,100,104,1,2018-04-06 14:02:54,R_SI65pussCm3W7xD,,,,,40.356292724609,-111.73249816895,anonymous,EN,,,5,3,6,,7,,,6,,6,,5,6,,6,,,,,,,2
2018-04-06 14:01:20,2018-04-06 14:04:43,0,128.187.83.10,100,202,1,2018-04-06 14:04:43,R_2VgpFPRkSiRjNxd,,,,,40.356292724609,-111.73249816895,anonymous,EN,1,3,,,,3,,6,,,,,,,6,7,7,,2,3,,2,,
2018-04-06 14:05:49,2018-04-06 14:08:02,0,45.56.11.202,100,132,1,2018-04-06 14:08:02,R_2X1oBakaiV0vNIJ,,,,,40.21809387207,-111.61329650879,anonymous,EN,2,4,,,,,,,,,,2,3,,,5,,,2,,3,1,1,2
2018-04-06 13:56:01,2018-04-06 14:08:22,0,66.219.235.87,100,740,1,2018-04-06 14:08:23,R_2CVTGXsSppxA1MA,,,,,40.21809387207,-111.61329650879,anonymous,EN,,5,1,4,5,6,,,,,6,,,4,,2,6,,2,,,,,
2018-04-06 14:00:12,2018-04-06 14:11:11,0,216.51.95.36,100,659,1,2018-04-06 14:11:12,R_1IXfH9hbv9FgvUo,,,,,40.707901000977,-111.85549926758,anonymous,EN,1,,,,6,7,4,,4,,1,,,,,7,7,3,,,4,,,
2018-04-06 14:16:15,2018-04-06 14:18:48,0,45.56.46.163,100,152,1,2018-04-06 14:18:49,R_3F5aswBlblf7lX3,,,,,40.339294433594,-111.57089996338,anonymous,EN,3,6,,3,3,,,,2,,,,,5,5,1,,,,1,,2,,
2018-04-06 14:34:55,2018-04-06 14:36:47,0,107.188.136.203,100,112,1,2018-04-06 14:36:47,R_e54E4fbXyiEwzn3,,,,,40.21809387207,-111.61329650879,anonymous,EN,2,,3,,,,,3,,7,2,,4,,2,,,,1,,,,6,3
2018-04-06 15:23:42,2018-04-06 15:25:58,0,128.187.116.28,100,136,1,2018-04-06 15:25:59,R_3OcaqyPmdKyyGw9,,,,,40.356292724609,-111.73249816895,anonymous,EN,2,3,2,2,3,,3,,,,7,,,,6,,,,,5,,2,,
2018-04-06 15:21:41,2018-04-06 15:29:01,0,129.123.40.2,100,439,1,2018-04-06 15:29:01,R_zV8NHUIJSpSc2mB,,,,,41.641204833984,-111.89659881592,anonymous,EN,,6,6,7,,,,5,3,,,,6,,,,6,,3,6,,,,5
2018-04-06 15:29:25,2018-04-06 16:01:35,0,107.77.173.9,100,1930,1,2018-04-06 16:01:36,R_uxNBKqEMAdzoBVL,,,,,37.751007080078,-97.821998596191,anonymous,EN,,3,1,5,,5,,,,,,,2,3,,6,,,,,,2,2,2
2018-04-06 16:01:59,2018-04-06 16:04:40,0,128.187.116.3,100,161,1,2018-04-06 16:04:41,R_3HjkCmHl11KP7Ij,,,,,40.356292724609,-111.73249816895,anonymous,EN,,,,3,3,3,,,1,2,3,,,,3,,,,,3,,3,,3
2018-04-06 16:10:14,2018-04-06 16:12:52,0,107.188.135.230,100,157,1,2018-04-06 16:12:52,R_1Dr8a9tXLXOviLd,,,,,40.21809387207,-111.61329650879,anonymous,EN,3,,2,,,,,,,3,6,4,,4,,,5,2,1,3,,,,
2018-04-07 07:19:32,2018-04-07 07:22:35,0,76.8.197.173,100,182,1,2018-04-07 07:22:35,R_21tefBAjtijHZpi,,,,,40.21809387207,-111.61329650879,anonymous,EN,2,2,1,,,,1,,,,,2,,,2,,,1,1,1,,2,,
2018-04-07 21:54:47,2018-04-07 21:56:12,0,129.123.225.5,100,84,1,2018-04-07 21:56:13,R_1BXEFUBp9wR9raM,,,,,41.641204833984,-111.89659881592,anonymous,EN,2,,,3,2,3,,4,2,,3,,,,,,5,1,,,,,,1
2018-04-09 16:06:45,2018-04-09 16:07:05,0,128.187.83.29,100,19,1,2018-04-09 16:07:06,R_214Ur51DQMY8wlN,,,,,40.356292724609,-111.73249816895,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,
